LocationID	Name	Address	City	Prov	PostalCode	Phone	Fax	LocationType	LastModified	LastModifiedBy	Comment	Notes
152	#152 Capilano Mall BCLS	#24 - 935 Marine Dr	North Vancouver	BC	V7P 1S3	(604) 981-0030	(604) 986-8724	A	2014-05-16 00:00:00.000	Lrlee	2960 Upgrade, Wireless CE	NULL
153	#153 Como Lake BCLS	1972 Como Lake Ave	Coquitlam	BC	V3J 3R3	(604) 931-6612	6044612893	A	2013-09-25 00:00:00.000	Lrlee                                                                                               	S2960+AP                                                                                            	NULL
157	#157 Parksville North BCLS	810 Island Hwy	Parksville	BC	V9P 2B7	(250) 248-3724	(250) 248-4301	A	NULL	NULL	NULL	NULL
158	#158 Langley BCLS	6435 - 201 Street	Langley	BC	V2Y 2X4	(604) 532-4911	(604) 532-4918	S	2017-04-03 00:00:00.000	C. Meek	Gigabit switch install	LDBRR158 has 2 WIC cards. Stacked between Fa0/1/8 and Fa0/3/8.
202	#202 Nakusp BCLS	PO Box 689   87 5th Ave W	Nakusp	BC	V0G 1R0	(250) 265-3654	(250) 265-4415	C	NULL	NULL	NULL	NULL
204	#204 Ganges BCLS	#1107-115 Fulford Ganges Road	Salt Spring Island	BC	V8K 2T9	(250) 537-5441	(250) 537-5225	B	NULL	NULL	NULL	NULL
206	#206 Chemainus BCLS	PO Box 209   2592 Legion St	Chemainus	BC	V0R 1K0	(250) 246-3531	(250) 246-9587	C	NULL	NULL	NULL	NULL
207	#207 Salmo BCLS	PO Box 520   115 Main Street	Salmo	BC	V0G 1Z0	(250) 357-9351	(250) 357-2568	C	NULL	NULL	NULL	NULL
211	#211 Queen Charlotte BCLS	PO Box 66   115 Oceanview Drive	Queen Charlotte City	BC	V0T 1S0	(250) 559-4726	(250) 559-4796	C	NULL	NULL	NULL	NULL
160	#160 39th & Cambie BCLS	5555 Cambie Street	Vancouver	BC	V5Z 3A3	(604) 660-9463	(604) 664-0878	S	2014-06-10 00:00:00.000	cbdick	AIG Install	LDBRR160 has 2 WIC cards.  Stacked between Fa0/1/8 and Fa0/3/8.
There is a 3560 switch in site, used for the Bordeaux priject in 2013/09/ It is currently powered down and not connected, but had following connections during the project:
LDBRB160 - 10.44.160.253<br>
Second Fax Line at Store: 604-664-0886
161	#161 Blanshard Square BCLS	787 Hillside Avenue	Victoria	BC	V8T 1Z5	(250) 356-2915	(250) 361-1538	B	2014-05-16 00:00:00.000	Lrlee	CE	NULL
163	#163 Westwood Centre BCLS	100 - 2748 Lougheed Hwy	Port Coquitlam	BC	V3B 6P2	6049272681	(604) 927-2671	A	2014-03-20 00:00:00.000	Lrlee                                                                                               	CE                                                                                                  	NULL
165	#165 Meadowtown BCLS	Unit 810   19800 Lougheed Hwy	Pitt Meadows	BC	V3Y 2W1	(604) 460-2601	(604) 460-2600	S	2014-01-16 00:00:00.000	Lrlee	CE	NULL
166	#166 Winfield BCLS	#30- 10051 Hwy 97 North	Winfield	BC	V4V 1P6	(250) 766-4044	(250) 766-5293	B	2016-04-13 00:00:00.000	cameek	CE Transition	NULL
167	#167 Kelowna Orchard Park BCLS	109 - 1835 Dilworth Dr	Kelowna	BC	V1Y 9T1	(250) 861-7337	(250) 861-7568	A	2013-10-31 00:00:00.000	Lrlee                                                                                               	2 Aps                                                                                               	NULL
169	#169 Tumbler Ridge BCLS	PO Box 650   225 Main Street	Tumbler Ridge	BC	V0C 2W0	(250) 242-3366	(250) 242-5827	C	NULL	NULL	NULL	NULL
170	#170 Sardis BCLS	Unit A - 7544 Vedder Road	Chilliwack	BC	V2R 4E7	(604) 858-9609	(604) 858-5664	A	2016-03-08 00:00:00.000	cameek	AP install	NULL
172	#172 Kings Cross BCLS	Unit 520 - 7488 King George Blvd	Surrey	BC	V3W 0H9	(604) 501-3140	(604) 501-3159	A	2013-09-23 00:00:00.000	C. Dick                                                                                             	2960 Upgrade, Wireless Subnets                                                                      	NULL
173	#173 Mill Bay BCLS	#270 - 2720 Mill Bay Rd	Mill Bay	BC	V0R 2P1	(250) 743-2161	(250) 743-7829	B	2013-11-04 00:00:00.000	Lrlee                                                                                               	2960+AP                                                                                             	NULL
174	#174 Prince George Pine Centre BCLS	3173 Massey Drive	Prince George	BC	V2N 2S9	(250) 561-5608	(250) 561-5609	S	NULL	NULL	NULL	NULL
175	#175 Caulfeild BCLS	#195 - 5335 Headland Drive	West Vancouver	BC	V7W 3C6	(604) 922-8201	(604) 922-4952	A	2014-07-10 00:00:00.000	C. Dick                                                                                             	CE Upgrade	NULL
177	#177 8th & Cambie BCLS	2395 Cambie Street	Vancouver	BC	V5Z 2T9	(604) 660-0158	(604) 874-4931	A	2014-07-08 00:00:00.000	cbdick	CE Upgrade - Change CSID	NULL
185	#185 Willow Point BCLS	#11 - 2116 S Island Hwy	Campbell River	BC	V9W 1C1	(250) 923-8637	(250) 923-7684	B	NULL	NULL	NULL	NULL
193	#193 Byrne Road BCLS	7509 Market Crossing	Burnaby	BC	V5J 0A3	(604) 660-6029	(604) 660-6032	A	NULL	NULL	NULL	NULL
201	#201 Clinton BCLS	PO Box 280  1421 Cariboo Hwy	Clinton	BC	V0K 1K0	(250) 459-2444	(250) 459-2448	C	NULL	NULL	NULL	NULL
178	#178 Fairfield BCLS	1520 Fairfield Road	Victoria	BC	V8S 1G1	(250) 952-4159	(250) 592-3921	A	2013-10-17 00:00:00.000	C. Dick                                                                                             	2960 Upgrade, Wireless Subnets                                                                      	NULL
179	#179 Whistler Marketplace BCLS	#101 - 4360 Lorimer Road	Whistler	BC	V0N 1B0	(604) 932-7251	(604) 932-8978	A	2013-10-10 00:00:00.000	C. Dick                                                                                             	2960 Upgrade, Wireless Subnets                                                                      	NULL
181	#181 Broadmead Village BCLS	#370  777 Royal Oak Drive	Victoria	BC	V8X 4V1	(250) 744-1622	(250) 744-1633	B	2013-10-23 00:00:00.000	Lrlee                                                                                               	2960+AP                                                                                             	NULL
182	#182 Fleetwood BCLS	8904 - 152nd Street	Surrey	BC	V3R 4E4	(604) 582-0008	(604) 582-4057	A	2013-09-23 00:00:00.000	C. Dick                                                                                             	2960 Upgrade, Wireless Subnets                                                                      	NULL
183	#183 Peninsula Village BCLS	#280 - 15355 24th Ave	Surrey	BC	V4A 2H9	(604) 535-8259	(604) 535-0942	A	2013-11-06 00:00:00.000	C. Dick                                                                                             	2960 Upgrade, Wireless Subnets                                                                      	NULL
186	#186 Walnut Grove BCLS	#501   8840 - 210th Street	Langley	BC	V1M 2Y2	(604) 513-4640	(604) 513-4642	A	2014-06-26 00:00:00.000	lrlee	2960 Upgrade, Wireless Subnets                                                                      	NULL
188	#188 Nanaimo Longwood BCLS	#3 - 5765 Turner Road	Nanaimo	BC	V9T 6L8	(250) 729-2647	(250) 729-2641	B	2016-03-30 00:00:00.000	cameek	CE Transition	NULL
189	#189 Abbotsford Village BCLS	117 - 2070 Sumas Way	Abbotsford	BC	V2S 2C7	(604) 870-5429	(604) 870-5430	A	2014-05-27 00:00:00.000	lrlee	CE	2014/05/15 - Added AIG info -CD
191	#191 Yaletown BCLS	1108 Pacific Boulevard	Vancouver	BC	V6Z 2X7	(604) 664-0118	(604) 664-0122	A	2014-07-15 00:00:00.000	cbdick	CE Conversion	NULL
192	#192 UBC Wesbrook Village BCLS	101 - 3313 Shrum Lane	Vancouver 	BC	V6S 0C8	(604) 225-5220	(604) 225-5224	B	2015-07-22 00:00:00.000	cameek	CE Transition	NULL
221	#221 100 Mile House BCLS	#2 - 95A Cariboo Hwy 97	100 Mile House	BC	V0K 2E0	(250) 395-5590	(250) 395-3446	B	NULL	NULL	NULL	NULL
194	#194 Champlain Square BCLS	Unit 110   3150 East 54th Ave	Vancouver	BC	V5S 1Z1	(604) 660-1277	(604) 660-1290	B	2014-05-21 00:00:00.000	Lrlee	CE	NULL
195	#195 Whistler Creekside BCLS	#205 - 2071 Lake Placid Rd.	Whistler	BC	V0N 1B2	(604) 905-4927	(604) 905-3946	B	2013-10-24 00:00:00.000	Lrlee                                                                                               	VLAN730 D G                                                                                         	NULL
196	#196 Esplanade BCLS	#100 - 132 W. Esplanade	North Vancouver	BC	V7M 1A2	(604) 981-0031	(604) 981-0032	A	2015-07-21 00:00:00.000	Hlai	LDW03196                                                                                            	NULL
203	#203 South Burnaby BCLS	16 - 4429 Kingsway	Burnaby	BC	V5H 2A1	(604) 660-5486	(604) 436-9462	A	2013-09-24 00:00:00.000	C. Dick                                                                                             	2960 Upgrade, Wireless Subnets                                                                      	NULL
205	#205 Port Moody BCLS	#101 - 130 Brew Street	Port Moody	BC	V3H 0E4	(604) 933-2094	(604) 933-2096	B	2013-09-18 00:00:00.000	C. Dick                                                                                             	2960 Upgrade, Wireless Subnets                                                                      	NULL
208	#208 Squamish BCLS	40204 Glenalder Place	Squamish	BC	V8B 0G2	(604) 892-3955	(604) 892-9637	A	2013-10-28 00:00:00.000	C. Dick                                                                                             	2960 Upgrade, Wireless Subnets                                                                      	NULL
210	#210 Kerrisdale BCLS	2058 West 41st Ave	Vancouver	BC	V6M 1Y8	(604) 266-6922	(604) 266-4367	B	2013-10-09 00:00:00.000	C. Dick                                                                                             	2960 Upgrade, Wireless Subnets                                                                      	NULL
212	#212 Dawson Creek BCLS	1020 Alaska Avenue	Dawson Creek	BC	V1G 1Y6	(250) 784-2248	(250) 782-5521	A	2014-10-29 00:00:00.000	cbdick	CE Upgrade	NULL
217	#217 North Burnaby BCLS	4450 E Hastings St	Burnaby	BC	V5C 2K2	(604) 660-7366	(604) 291-2740	A	2014-06-25 00:00:00.000	lrlee	CE	NULL
218	#218 Fort Street BCLS	1960 Foul Bay Road	Victoria	BC	V8R 5A7	(250) 952-4220	(250) 595-0768	S	2013-09-27 00:00:00.000	C. Dick                                                                                             	2960 Upgrade, Wireless Subnets                                                                      	NULL
220	#220 HighGate Village BCLS	#402 - 7155 Kingsway	Burnaby	BC	V5E 2V1	(604) 660-8731	(604) 521-3049	S	2015-09-18 00:00:00.000	cameek	AP install	NULL
222	#222 Fort Nelson BCLS	PO Box 595   5107 Airport Drive	Fort Nelson	BC	V0C 1R0	(250) 774-6757	(250) 774-4276	C	2014-05-29 00:00:00.000	Lrlee	CE	2014/05/14 - Added Alarm and DVR - CD<br>
This store does not have QoS applied to its LDBRR122 WAN port (gi0/0) as it is only 128Kbps.<br>
ADSL Provider for this site is NorthwesTel (www.nwtel.ca)
223	#223 Kamloops North BCLS	78 - 700 Tranquille Road	Kamloops	BC	V2B 3H9	(250) 828-4113	(250) 828-4379	A	2013-10-21 00:00:00.000	C. Dick                                                                                             	2960 Upgrade, Wireless Subnets                                                                      	NULL
225	#225 Alert Bay BCLS	PO Box 68   21 Maple Street	Alert Bay	BC	V0N 1A0	(250) 974-5450	(250) 974-2318	C	NULL	NULL	NULL	NULL
226	#226 Chase BCLS	PO Box 250   119 Chase St	Chase	BC	V0E 1M0	(250) 679-8454	(250) 679-8590	C	2016-05-19 00:00:00.000	cameek	CE Transition	Previous CE failed - successful 5/19/2016
227	#227 Hazelton BCLS	PO Box 274  4330 Field St	Hazelton	BC	V0J 1Y0	(250) 842-5424	(250) 842-6795	C	NULL	NULL	NULL	NULL
228	#228 Park Royal BCLS	570 Park Royal North	West Vancouver	BC	V7T 1A1	(604) 981-0011	(604) 981-0333	S	2017-07-28 00:00:00.000	viaraujo	2960 Upgrade, Wireless Subnets                                                                      	NULL
229	#229 Sooke BCLS	9050 -  6660 Sooke Road	Sooke	BC	V9Z 0A5	(250) 642-3233	(250) 642-7835	B	2014-06-26 00:00:00.000	lrlee	CE	NULL
230	#230 Sechelt BCLS	PO Box 458  5755 Cowrie Street	Sechelt	BC	V0N 3A0	(604) 885-9794	(604) 885-4837	B	NULL	NULL	NULL	NULL
231	#231 Wholesale Customer Centre BCLS	2219 Government Street	Victoria	BC	V8T 4P3	(250) 356-2906	(250) 356-0491	A	2017-09-19 00:00:00.000	jofilipe	Upgraded switch	NULL
232	#232 Bella Coola BCLS	P.O. Box 63  624 Cliff Street	Bella Coola	BC	V0T 1C0	(250) 799-5341	(250) 799-5437	C	2016-07-14 00:00:00.000	Colin D.	Added LDW02232 per Chris S.	NULL
233	#233 Robson Street BCLS	1716 Robson Street	Vancouver	BC	V6G 1E2	(604) 660-9031	6046609036	A	NULL	NULL	NULL	NULL
234	#234 Hudson Hope BCLS	PO Box 366  10328 - Gething St	Hudson Hope	BC	V0C 1V0	(250) 783-5230	(250) 783-9101	C	2014-03-14 00:00:00.000	M. Fan                                                                                              	2960 upgrade                                                                                        	NULL
235	#235 Comox BCLS	204 Port Augusta St.	Comox	BC	V9M 3N1	(250) 339-3812	(250) 339-3895	B	2015-02-26 00:00:00.000	cameek	CE Transition	NULL
236	#236 Port Hardy BCLS	PO Box 338   8775 Granville St	Port Hardy	BC	V0N 2P0	(250) 949-6636	(250) 949-8776	B	NULL	NULL	NULL	AIG Provided by Keta Cable.
237	#237 28th & Main BCLS	4423 Main St.	Vancouver	BC	V5V 3R2	(604) 660-6678	(604) 660-6680	B	2013-10-09 00:00:00.000	C. Dick                                                                                             	2960 Upgrade, Wireless Subnets                                                                      	NULL
238	#238 Chetwynd BCLS	PO Box 450   49th Ave W	Chetwynd	BC	V0C 1J0	(250) 788-2657	(250) 788-9412	C	NULL	NULL	NULL	NULL
240	#240 Guildford BCLS	10355 152nd Street - Suite 1720 (Guildford Town Center)	North Surrey	BC	V3R 7B7	(604) 581-1511	(604) 581-8527	A	2013-10-04 00:00:00.000	Lrlee                                                                                               	2960 + AP                                                                                           	NULL
243	#243 Nanaimo Terminal Park BCLS	1533 Estevan Road	Nanaimo	BC	V9S 3Y3	(250) 741-5560	(250) 741-5584	A	NULL	NULL	NULL	NULL
245	#245 Radium BCLS	PO Box 68  7531 Highway 95	Radium	BC	V0A 1M0	(250) 347-9536	(250) 347-9591	C	2014-05-14 00:00:00.000	cbdick	Alarm	2014/05/14 - Added Alarm - CD
248	#248 Fort St James BCLS	PO Box 160  161 Stuart Drive West	Fort St. James	BC	V0J 1P0	(250) 996-8414	(250) 996-8762	C	NULL	NULL	NULL	NULL
241	#241 Nordel Crossing BCLS	Unit 116 - 12080 Nordel Way	Surrey	BC	V3W 1P6	(604) 501-3201	(604) 591-1589	S	2015-09-18 00:00:00.000	cameek	Switch 2960 upgrade & wireless subnets                                                              	NULL
242	#242 Saanich BCLS	1087 McKenzie Ave	Victoria	BC	V8P 2L5	(250) 952-4001	(250) 727-6894	B	2013-09-27 00:00:00.000	C. Dick                                                                                             	2960 Upgrade, Wireless Subnets                                                                      	NULL
244	#244 Richmond Seafair BCLS	Unit 10 - 8671 No 1 Road	Richmond	BC	V7C 1V2	6042774216	6042771362	A	2013-09-30 00:00:00.000	C. Dick                                                                                             	2960 Upgrade, Wireless Subnets                                                                      	NULL
247	#247 Lynn Valley BCLS	#15 - 1199 Lynn Valley Rd	North Vancouver	BC	V7J 3H2	(604) 981-0014	(604) 981-0016	A	2013-09-20 00:00:00.000	C. Dick                                                                                             	2960 Upgrade, Wireless Subnets                                                                      	NULL
271	#271 ITL2 Test Lab	Test Lab Room 2 3200 East Broadway	Vancouver	BC	V5M 1Z6	(604) 252-2971	NULL	T	2014-08-11 00:00:00.000	cbdick	Remove 10.45.41.19/20/28.  Swap functions of 10.45.41.29/30	NULL
272	#272 ITL2 Test Lab	Test Lab Room 2 3200 East Broadway	Vancouver	BC	V5M 1Z6	(604) 252-2971	NULL	T	NULL	NULL	NULL	NULL
273	#273 ITL2 Test Lab	Test Lab Room 2 3200 East Broadway	Vancouver	BC	V5M 1Z6	(604) 252-2971	NULL	T	NULL	NULL	NULL	NULL
274	#274 ITL1 Test Lab	Test Lab Room 1 3200 East Broadway	Vancouver	BC	V5M 1Z6	(604) 252-2971	NULL	T	NULL	NULL	NULL	NULL
276	#276 ITL2 Test Lab	Test Lab Room 2 3200 East Broadway	Vancouver	BC	V5M 1Z6	(604) 252-2971	NULL	T	NULL	NULL	NULL	NULL
277	#277 Support Centre Test Lab	Support Centre 3200 East Broadway	Vancouver	BC	V5M 1Z6	(604) 252-2971	NULL	T	NULL	NULL	NULL	NULL
278	#278 ITL1 Test Lab	Test Lab Room 1 3200 East Broadway	Vancouver	BC	V5M 1Z6	(604) 252-2971	NULL	T	NULL	NULL	NULL	NULL
279	#279 West Mez ITL9 Test Lab	West Mez. 3200 East Broadway	Vancouver	BC	V5M 1Z6	(604) 252-2971	NULL	T	NULL	NULL	NULL	NULL
281	#281 Wine Festival Store	NULL	Wine Festival	BC	NULL	NULL	NULL	W	NULL	NULL	NULL	NULL
295	#295 Special Storage Store: Emerg & WOM	Kathy Farrelly's Cubicle 32000 East Broadway	Vancouver	BC	V5M 1Z6	(604) 252-2971	NULL	T	NULL	NULL	NULL	NULL
300	#300 Broadway & Lillooet BCLS	3150 East Broadway	Vancouver	BC	V5M 1Z6	(604) 660-0604	(604) 252-3489	A	2013-09-18 00:00:00.000	C. Dick                                                                                             	Switch upgrade, Wireless zones                                                                      	NULL
302	#302 Whistler Village BCLS	4211 Village Square	Whistler	BC	V0N 1B4	(604) 932-5050	(604) 932-4827	B	2014-07-09 00:00:00.000	C. Meek	CE transition	NULL
340	#340 Prince George Area Manager's #6 Office	340-177 Victoria Street	Prince George	BC	V2L 5R8	(250) 645-3934	(250) 563-1007	O	NULL	NULL	NULL	NULL
341	#341 Kelowna Area Manager's Office	#201-1740 Gordon Drive	Kelowna	BC	V1Y 3H2	(250) 861-7333	(250) 861-7336	O	NULL	NULL	NULL	NULL
342	#342 Victoria Area Manager's #4 Office	2225 Government Street	Victoria	BC	V8T 4P3	(250) 356-2914	(250) 387-9386	O	NULL	NULL	NULL	NULL
985	#985 Baseline (Test Lab)	2625 Rupert	Vancouver	BC	V5M3T5	(604) 252-2971	NULL	T	NULL	NULL	NULL	ATTENTION! I used comma instead of dot in IP addresses start with 142 (otherwise the website doesn't work because of hidden validation)
986	#986 Support Centre Test Lab	3200 East Broadway	Vancouver	BC	V5M 1Z6	(604) 252-2971	NULL	T	NULL	NULL	NULL	NULL
996	#996 Demo	3200 Broadway	Vancouver	BC	V5M 1Z6	6042523400	NULL	R	NULL	NULL	NULL	NULL
998	#998 Training 2	3200 Broadway	Vancouver	BC	NULL	NULL	NULL	R	NULL	NULL	NULL	NULL
999	#999 Training	3200 East Broadway	Vancouver	BC	V5M 1Z6	(604) 252-2949	NULL	R	2014-02-11 00:00:00.000	M. Fan                                                                                              	Testing	NULL
